Country,Cumulative Cases,Date,Local Trans,No Recovered,No_Deaths,,,,,,,
Singapore,206,2003_06_03,37759,165,31,,,,,,,
South Africa,1,2003_06_03,37720,0,1,,,,,,,
Spain,1,2003_06_03,37713,1,0,,,,,,,
Sweden,3,2003_06_03,37729,3,0,,,,,,,
Switzerland,1,2003_06_03,37697,1,0,,,,,,,
Thailand,8,2003_06_03,37754,6,2,,,,,,,
United Kingdom,4,2003_06_03,37740,4,0,,,,,,,
United States,68,2003_06_03,37774,33,0,,,,,,,
Viet Nam,63,2003_06_03,37725,58,5,,,,,,,
Total,8398,2003_06_03,,5475,772,,,,,,,
Australia,5,2003_06_04,37753,5,0,,,,,,,
Brazil,2,2003_06_04,37721,2,0,,,,,,,
Canada,216,2003_06_04,37775,121,31,,,,,,,
China,5329,2003_06_04,37775,3674,334,,,,,,,
"China, Hong Kong Special Administrative Region^4",1748,2003_06_04,37776,1339,283,,,,,,,
"China, Macao Special Administrative Region",1,2003_06_04,37762,1,0,,,,,,,
"China, Taiwan",678,2003_06_04,37776,272,81,,,,,,,
Colombia,1,2003_06_04,37746,1,0,,,,,,,
Finland,1,2003_06_04,37748,1,0,,,,,,,
France,7,2003_06_04,37750,6,0,,,,,,,
Germany,10,2003_06_04,37776,9,0,,,,,,,
India,3,2003_06_04,37754,3,0,,,,,,,
Indonesia,2,2003_06_04,37734,2,0,,,,,,,
Italy,9,2003_06_04,37740,9,0,,,,,,,
Kuwait,1,2003_06_04,37720,1,0,,,,,,,
Malaysia,5,2003_06_04,37761,3,2,,,,,,,
Mongolia,9,2003_06_04,37747,9,0,,,,,,,
New Zealand,1,2003_06_04,37741,1,0,,,,,,,
Philippines,12,2003_06_04,37756,10,2,,,,,,,
Republic of Ireland,1,2003_06_04,37701,1,0,,,,,,,
Republic of Korea,3,2003_06_04,37755,3,0,,,,,,,
Romania,1,2003_06_04,37707,1,0,,,,,,,
Russian Federation,1,2003_06_04,37772,0,0,,,,,,,
Singapore,206,2003_06_04,37759,165,31,,,,,,,
South Africa,1,2003_06_04,37720,0,1,,,,,,,
Spain,1,2003_06_04,37713,1,0,,,,,,,
Sweden,3,2003_06_04,37729,3,0,,,,,,,
Switzerland,1,2003_06_04,37697,1,0,,,,,,,
Thailand,8,2003_06_04,37754,6,2,,,,,,,
United Kingdom,4,2003_06_04,37740,4,0,,,,,,,
United States,69,2003_06_04,37775,34,0,,,,,,,
Viet Nam,63,2003_06_04,37725,58,5,,,,,,,
Total,8402,2003_06_04,,5746,772,,,,,,,
Australia,5,2003_06_05,37753,5,0,,,,,,,
Brazil,2,2003_06_05,37721,2,0,,,,,,,
Canada,218,2003_06_05,37776,120,31,,,,,,,
China,5329,2003_06_05,37775,3770,336,,,,,,,
"China, Hong Kong Special Administrative Region^4",1748,2003_06_05,37776,1343,284,,,,,,,
"China, Macao Special Administrative Region",1,2003_06_05,37762,1,0,,,,,,,
"China, Taiwan",677,2003_06_05,37777,257,81,,,,,,,
Colombia,1,2003_06_05,37746,1,0,,,,,,,
Finland,1,2003_06_05,37748,1,0,,,,,,,
France,7,2003_06_05,37750,6,0,,,,,,,
Germany,10,2003_06_05,37776,9,0,,,,,,,
India,3,2003_06_05,37754,3,0,,,,,,,
Indonesia,2,2003_06_05,37734,2,0,,,,,,,
Italy,9,2003_06_05,37740,9,0,,,,,,,
Kuwait,1,2003_06_05,37720,1,0,,,,,,,
Malaysia,5,2003_06_05,37761,3,2,,,,,,,
Mongolia,9,2003_06_05,37747,9,0,,,,,,,
New Zealand,1,2003_06_05,37741,1,0,,,,,,,
Philippines,12,2003_06_05,37756,10,2,,,,,,,
Republic of Ireland,1,2003_06_05,37701,1,0,,,,,,,
Republic of Korea,3,2003_06_05,37755,3,0,,,,,,,
Romania,1,2003_06_05,37707,1,0,,,,,,,
Russian Federation,1,2003_06_05,37772,0,0,,,,,,,
Singapore,206,2003_06_05,37759,165,31,,,,,,,
South Africa,1,2003_06_05,37720,0,1,,,,,,,
Spain,1,2003_06_05,37713,1,0,,,,,,,
Sweden,3,2003_06_05,37729,3,0,,,,,,,
Switzerland,1,2003_06_05,37697,1,0,,,,,,,
Thailand,8,2003_06_05,37754,6,2,,,,,,,
United Kingdom,4,2003_06_05,37740,4,0,,,,,,,
United States,69,2003_06_05,37775,34,0,,,,,,,
Viet Nam,63,2003_06_05,37725,58,5,,,,,,,
Total,8403,2003_06_05,,5830,775,,,,,,,
Australia,5,2003_06_06,37753,5,0,,,,,,,
Brazil,2,2003_06_06,37721,2,0,,,,,,,
Canada,219,2003_06_06,37777,120,31,,,,,,,
China,5329,2003_06_06,37775,3869,338,,,,,,,
"China, Hong Kong Special Administrative Region^4",1750,2003_06_06,37778,1350,286,,,,,,,
"China, Macao Special Administrative Region",1,2003_06_06,37762,1,0,,,,,,,
"China, Taiwan",676,2003_06_06,37778,257,81,,,,,,,
Colombia,1,2003_06_06,37746,1,0,,,,,,,
Finland,1,2003_06_06,37748,1,0,,,,,,,
France,7,2003_06_06,37750,6,0,,,,,,,
Germany,10,2003_06_06,37776,9,0,,,,,,,
India,3,2003_06_06,37754,3,0,,,,,,,
Indonesia,2,2003_06_06,37734,2,0,,,,,,,
Italy,9,2003_06_06,37740,9,0,,,,,,,
Kuwait,1,2003_06_06,37720,1,0,,,,,,,
Malaysia,5,2003_06_06,37761,3,2,,,,,,,
Mongolia,9,2003_06_06,37747,9,0,,,,,,,
New Zealand,1,2003_06_06,37741,1,0,,,,,,,
Philippines,12,2003_06_06,37756,10,2,,,,,,,
Republic of Ireland,1,2003_06_06,37701,1,0,,,,,,,
Republic of Korea,3,2003_06_06,37755,3,0,,,,,,,
Romania,1,2003_06_06,37707,1,0,,,,,,,
Russian Federation,1,2003_06_06,37772,0,0,,,,,,,
Singapore,206,2003_06_06,37759,165,31,,,,,,,
South Africa,1,2003_06_06,37720,0,1,,,,,,,
Spain,1,2003_06_06,37713,1,0,,,,,,,
Sweden,3,2003_06_06,37729,3,0,,,,,,,
Switzerland,1,2003_06_06,37697,1,0,,,,,,,
Thailand,8,2003_06_06,37754,6,2,,,,,,,
United Kingdom,4,2003_06_06,37740,4,0,,,,,,,
United States,68,2003_06_06,37777,35,0,,,,,,,
Viet Nam,63,2003_06_06,37725,58,5,,,,,,,
Total,8404,2003_06_06,,5937,779,,,,,,,
Australia,5,2003_06_09,37753,5,0,,,,,,,
Brazil,2,2003_06_09,37721,2,0,,,,,,,
Canada,229,2003_06_09,37780,128,32,,,,,,,
China,5328,2003_06_09,37779,4186,340,,,,,,,
"China, Hong Kong Special Administrative Region^5",1753,2003_06_09,37781,1365,288,,,,,,,
"China, Macao Special Administrative Region",1,2003_06_09,37762,1,0,,,,,,,
"China, Taiwan",680,2003_06_09,37781,257,81,,,,,,,
Colombia,1,2003_06_09,37746,1,0,,,,,,,
Finland,1,2003_06_09,37748,1,0,,,,,,,
France,7,2003_06_09,37750,6,0,,,,,,,
Germany,10,2003_06_09,37776,9,0,,,,,,,
India,3,2003_06_09,37754,3,0,,,,,,,
Indonesia,2,2003_06_09,37734,2,0,,,,,,,
Italy,9,2003_06_09,37740,9,0,,,,,,,
Kuwait,1,2003_06_09,37720,1,0,,,,,,,
Malaysia,5,2003_06_09,37761,3,2,,,,,,,
Mongolia,9,2003_06_09,37747,9,0,,,,,,,
New Zealand,1,2003_06_09,37741,1,0,,,,,,,
Philippines,12,2003_06_09,37756,10,2,,,,,,,
Republic of Ireland,1,2003_06_09,37701,1,0,,,,,,,
Republic of Korea,3,2003_06_09,37755,3,0,,,,,,,
Romania,1,2003_06_09,37707,1,0,,,,,,,
Russian Federation,1,2003_06_09,37772,0,0,,,,,,,
Singapore,206,2003_06_09,37759,168,31,,,,,,,
South Africa,1,2003_06_09,37720,0,1,,,,,,,
Spain,1,2003_06_09,37713,1,0,,,,,,,
Sweden,3,2003_06_09,37729,3,0,,,,,,,
Switzerland,1,2003_06_09,37697,1,0,,,,,,,
Thailand,9,2003_06_09,37779,6,2,,,,,,,
United Kingdom,4,2003_06_09,37740,4,0,,,,,,,
United States,68,2003_06_09,37778,35,0,,,,,,,
Viet Nam,63,2003_06_09,37725,58,5,,,,,,,
Total,8421,2003_06_09,,6280,784,,,,,,,
Australia,5,2003_06_10,37753,5,0,,,,,,,
Brazil,3,2003_06_10,37781,2,0,,,,,,,
Canada,229,2003_06_10,37780,131,32,,,,,,,
China,5328,2003_06_10,37779,4294,343,,,,,,,
"China, Hong Kong Special Administrative Region^4",1754,2003_06_10,37782,1368,290,,,,,,,
"China, Macao Special Administrative Region",1,2003_06_10,37762,1,0,,,,,,,
"China, Taiwan",686,2003_06_10,37782,319,81,,,,,,,
Colombia,1,2003_06_10,37746,1,0,,,,,,,
Finland,1,2003_06_10,37748,1,0,,,,,,,
France,7,2003_06_10,37750,6,0,,,,,,,
Germany,10,2003_06_10,37776,9,0,,,,,,,
India,3,2003_06_10,37754,3,0,,,,,,,
Indonesia,2,2003_06_10,37734,2,0,,,,,,,
Italy,9,2003_06_10,37740,9,0,,,,,,,
Kuwait,1,2003_06_10,37720,1,0,,,,,,,
Malaysia,5,2003_06_10,37761,3,2,,,,,,,
Mongolia,9,2003_06_10,37747,9,0,,,,,,,
New Zealand,1,2003_06_10,37741,1,0,,,,,,,
Philippines,12,2003_06_10,37756,10,2,,,,,,,
Republic of Ireland,1,2003_06_10,37701,1,0,,,,,,,
Republic of Korea,3,2003_06_10,37755,3,0,,,,,,,
Romania,1,2003_06_10,37707,1,0,,,,,,,
Russian Federation,1,2003_06_10,37772,0,0,,,,,,,
Singapore,206,2003_06_10,37759,168,31,,,,,,,
South Africa,1,2003_06_10,37720,0,1,,,,,,,
Spain,1,2003_06_10,37713,1,0,,,,,,,
Sweden,3,2003_06_10,37729,3,0,,,,,,,
Switzerland,1,2003_06_10,37697,1,0,,,,,,,
Thailand,9,2003_06_10,37779,6,2,,,,,,,
United Kingdom,4,2003_06_10,37740,4,0,,,,,,,
United States,69,2003_06_10,37781,36,0,,,,,,,
Viet Nam,63,2003_06_10,37725,58,5,,,,,,,
Total,8430,2003_06_10,,6457,789,,,,,,,
Australia,5,2003_06_11,37753,5,0,,,,,,,
Brazil,3,2003_06_11,37781,2,0,,,,,,,
Canada,230,2003_06_11,37782,134,32,,,,,,,
China,5329,2003_06_11,37783,4390,343,,,,,,,
"China, Hong Kong Special Administrative Region^4",1754,2003_06_11,37782,1368,290,,,,,,,
"China, Macao Special Administrative Region",1,2003_06_11,37762,1,0,,,,,,,
"China, Taiwan",687,2003_06_11,37783,344,81,,,,,,,
Colombia,1,2003_06_11,37746,1,0,,,,,,,
Finland,1,2003_06_11,37748,1,0,,,,,,,
France,7,2003_06_11,37750,6,0,,,,,,,
Germany,10,2003_06_11,37776,9,0,,,,,,,
India,3,2003_06_11,37754,3,0,,,,,,,
Indonesia,2,2003_06_11,37734,2,0,,,,,,,
Italy,9,2003_06_11,37740,9,0,,,,,,,
Kuwait,1,2003_06_11,37720,1,0,,,,,,,
Malaysia,5,2003_06_11,37761,3,2,,,,,,,
Mongolia,9,2003_06_11,37747,9,0,,,,,,,
New Zealand,1,2003_06_11,37741,1,0,,,,,,,
Philippines,12,2003_06_11,37756,10,2,,,,,,,
Republic of Ireland,1,2003_06_11,37701,1,0,,,,,,,
Republic of Korea,3,2003_06_11,37755,3,0,,,,,,,
Romania,1,2003_06_11,37707,1,0,,,,,,,
Russian Federation,1,2003_06_11,37772,0,0,,,,,,,
Singapore,206,2003_06_11,37759,168,31,,,,,,,
South Africa,1,2003_06_11,37720,0,1,,,,,,,
Spain,1,2003_06_11,37713,1,0,,,,,,,
Sweden,3,2003_06_11,37729,3,0,,,,,,,
Switzerland,1,2003_06_11,37697,1,0,,,,,,,
Thailand,9,2003_06_11,37779,6,2,,,,,,,
United Kingdom,4,2003_06_11,37740,4,0,,,,,,,
United States,71,2003_06_11,37782,36,0,,,,,,,
Viet Nam,63,2003_06_11,37725,58,5,,,,,,,
Total,8435,2003_06_11,,6581,789,,,,,,,
Australia,5,2003_06_12,37753,5,0,,,,,,,
Brazil,3,2003_06_12,37781,2,0,,,,,,,
Canada,238,2003_06_12,37783,141,32,,,,,,,
China,5328,2003_06_12,37783,4457,343,,,,,,,
"China, Hong Kong Special Administrative Region^4",1755,2003_06_12,37783,1377,291,,,,,,,
"China, Macao Special Administrative Region",1,2003_06_12,37762,1,0,,,,,,,
"China, Taiwan",688,2003_06_12,37784,347,81,,,,,,,
Colombia,1,2003_06_12,37746,1,0,,,,,,,
Finland,1,2003_06_12,37748,1,0,,,,,,,
France,7,2003_06_12,37750,6,0,,,,,,,
Germany,10,2003_06_12,37776,9,0,,,,,,,
India,3,2003_06_12,37754,3,0,,,,,,,
Indonesia,2,2003_06_12,37734,2,0,,,,,,,
Italy,9,2003_06_12,37740,9,0,,,,,,,
Kuwait,1,2003_06_12,37720,1,0,,,,,,,
Malaysia,5,2003_06_12,37761,3,2,,,,,,,
Mongolia,9,2003_06_12,37747,9,0,,,,,,,
New Zealand,1,2003_06_12,37741,1,0,,,,,,,
Philippines,14,2003_06_12,37756,12,2,,,,,,,
Republic of Ireland,1,2003_06_12,37701,1,0,,,,,,,
Republic of Korea,3,2003_06_12,37755,3,0,,,,,,,
Romania,1,2003_06_12,37707,1,0,,,,,,,
Russian Federation,1,2003_06_12,37772,0,0,,,,,,,
Singapore,206,2003_06_12,37759,169,31,,,,,,,
South Africa,1,2003_06_12,37720,0,1,,,,,,,
Spain,1,2003_06_12,37713,1,0,,,,,,,
Sweden,3,2003_06_12,37729,3,0,,,,,,,
Switzerland,1,2003_06_12,37697,1,0,,,,,,,
Thailand,9,2003_06_12,37779,6,2,,,,,,,
United Kingdom,4,2003_06_12,37740,4,0,,,,,,,
United States,70,2003_06_12,37782,36,0,,,,,,,
Viet Nam,63,2003_06_12,37725,58,5,,,,,,,
Total,8445,2003_06_12,,6670,790,,,,,,,
Australia,5,2003_06_13,37753,5,0,,,,,,,
Brazil,3,2003_06_13,37781,2,0,,,,,,,
Canada,242,2003_06_13,37784,150,32,,,,,,,
China,5327,2003_06_13,37783,4530,343,,,,,,,
"China, Hong Kong Special Administrative Region^4",1755,2003_06_13,37783,1380,293,,,,,,,
"China, Macao Special Administrative Region",1,2003_06_13,37762,1,0,,,,,,,
"China, Taiwan",693,2003_06_13,37785,385,81,,,,,,,
Colombia,1,2003_06_13,37746,1,0,,,,,,,
Finland,1,2003_06_13,37748,1,0,,,,,,,
France,7,2003_06_13,37750,6,0,,,,,,,
Germany,10,2003_06_13,37776,9,0,,,,,,,
India,3,2003_06_13,37754,3,0,,,,,,,
Indonesia,2,2003_06_13,37734,2,0,,,,,,,
Italy,9,2003_06_13,37740,9,0,,,,,,,
Kuwait,1,2003_06_13,37720,1,0,,,,,,,
Malaysia,5,2003_06_13,37761,3,2,,,,,,,
Mongolia,9,2003_06_13,37747,9,0,,,,,,,
New Zealand,1,2003_06_13,37741,1,0,,,,,,,
Philippines,14,2003_06_13,37756,12,2,,,,,,,
Republic of Ireland,1,2003_06_13,37701,1,0,,,,,,,
Republic of Korea,3,2003_06_13,37755,3,0,,,,,,,
Romania,1,2003_06_13,37707,1,0,,,,,,,
Russian Federation,1,2003_06_13,37772,0,0,,,,,,,
Singapore,206,2003_06_13,37759,169,31,,,,,,,
South Africa,1,2003_06_13,37720,0,1,,,,,,,
Spain,1,2003_06_13,37713,1,0,,,,,,,
Sweden,3,2003_06_13,37729,3,0,,,,,,,
Switzerland,1,2003_06_13,37697,1,0,,,,,,,
Thailand,9,2003_06_13,37779,6,2,,,,,,,
United Kingdom,4,2003_06_13,37740,4,0,,,,,,,
United States,71,2003_06_13,37782,36,0,,,,,,,
Viet Nam,63,2003_06_13,37725,58,5,,,,,,,
Total,8454,2003_06_13,,6793,792,,,,,,,
Australia,5,2003_06_16,37753,5,0,,,,,,,
Brazil,3,2003_06_16,37781,2,0,,,,,,,
Canada,243,2003_06_16,37785,156,32,,,,,,,
China,5326,2003_06_16,37783,4656,346,,,,,,,
"China, Hong Kong Special Administrative Region^5",1755,2003_06_16,37783,1386,295,,,,,,,
"China, Macao Special Administrative Region",1,2003_06_16,37762,1,0,,,,,,,
"China, Taiwan",698,2003_06_16,37787,443,83,,,,,,,
Colombia,1,2003_06_16,37746,1,0,,,,,,,
Finland,1,2003_06_16,37748,1,0,,,,,,,
France,7,2003_06_16,37750,6,0,,,,,,,
Germany,10,2003_06_16,37776,9,0,,,,,,,
India,3,2003_06_16,37754,3,0,,,,,,,
Indonesia,2,2003_06_16,37734,2,0,,,,,,,
Italy,9,2003_06_16,37740,9,0,,,,,,,
Kuwait,1,2003_06_16,37720,1,0,,,,,,,
Malaysia,5,2003_06_16,37761,3,2,,,,,,,
Mongolia,9,2003_06_16,37747,9,0,,,,,,,
New Zealand,1,2003_06_16,37741,1,0,,,,,,,
Philippines,14,2003_06_16,37756,12,2,,,,,,,
Republic of Ireland,1,2003_06_16,37701,1,0,,,,,,,
Republic of Korea,3,2003_06_16,37755,3,0,,,,,,,
Romania,1,2003_06_16,37707,1,0,,,,,,,
Russian Federation,1,2003_06_16,37772,0,0,,,,,,,
Singapore,206,2003_06_16,37759,169,31,,,,,,,
South Africa,1,2003_06_16,37720,0,1,,,,,,,
Spain,1,2003_06_16,37713,1,0,,,,,,,
Sweden,3,2003_06_16,37729,3,0,,,,,,,
Switzerland,1,2003_06_16,37697,1,0,,,,,,,
Thailand,9,2003_06_16,37779,6,2,,,,,,,
United Kingdom,4,2003_06_16,37740,4,0,,,,,,,
United States,72,2003_06_16,37785,36,0,,,,,,,
Viet Nam,63,2003_06_16,37725,58,5,,,,,,,
Total,8460,2003_06_16,,6989,799,,,,,,,
Australia,5,2003_06_17,37753,5,0,,,,,,,
Brazil,3,2003_06_17,37781,2,0,,,,,,,
Canada,247,2003_06_17,37788,171,32,,,,,,,
China,5326,2003_06_17,37783,4725,346,,,,,,,
"China, Hong Kong Special Administrative Region",1755,2003_06_17,37783,1387,295,,,,,,,
"China, Macao Special Administrative Region",1,2003_06_17,37762,1,0,,,,,,,
"China, Taiwan",697,2003_06_17,37787,460,83,,,,,,,
Colombia,1,2003_06_17,37746,1,0,,,,,,,
Finland,1,2003_06_17,37748,1,0,,,,,,,
France,7,2003_06_17,37750,6,0,,,,,,,
Germany,10,2003_06_17,37776,9,0,,,,,,,
India,3,2003_06_17,37754,3,0,,,,,,,
Indonesia,2,2003_06_17,37734,2,0,,,,,,,
Italy,9,2003_06_17,37740,9,0,,,,,,,
Kuwait,1,2003_06_17,37720,1,0,,,,,,,
Malaysia,5,2003_06_17,37761,3,2,,,,,,,
Mongolia,9,2003_06_17,37747,9,0,,,,,,,
New Zealand,1,2003_06_17,37741,1,0,,,,,,,
Philippines,14,2003_06_17,37756,12,2,,,,,,,
Republic of Ireland,1,2003_06_17,37701,1,0,,,,,,,
Republic of Korea,3,2003_06_17,37755,3,0,,,,,,,
Romania,1,2003_06_17,37707,1,0,,,,,,,
Russian Federation,1,2003_06_17,37772,0,0,,,,,,,
Singapore,206,2003_06_17,37759,169,31,,,,,,,
South Africa,1,2003_06_17,37720,0,1,,,,,,,
Spain,1,2003_06_17,37713,1,0,,,,,,,
Sweden,3,2003_06_17,37729,3,0,,,,,,,
Switzerland,1,2003_06_17,37697,1,0,,,,,,,
Thailand,9,2003_06_17,37779,6,2,,,,,,,
United Kingdom,4,2003_06_17,37740,4,0,,,,,,,
United States,73,2003_06_17,37788,36,0,,,,,,,
Viet Nam,63,2003_06_17,37725,58,5,,,,,,,
Total,8464,2003_06_17,,7091,799,,,,,,,
Australia,5,2003_06_18,37753,5,0,,,,,,,
Brazil,3,2003_06_18,37781,2,0,,,,,,,
Canada,246,2003_06_18,37788,176,33,,,,,,,
China,5326,2003_06_18,37783,4762,347,,,,,,,
"China, Hong Kong Special Administrative Region^4",1755,2003_06_18,37783,1393,295,,,,,,,
"China, Macao Special Administrative Region",1,2003_06_18,37762,1,0,,,,,,,
"China, Taiwan",697,2003_06_18,37787,469,83,,,,,,,
Colombia,1,2003_06_18,37746,1,0,,,,,,,
Finland,1,2003_06_18,37748,1,0,,,,,,,
France,7,2003_06_18,37750,6,0,,,,,,,
Germany,10,2003_06_18,37776,9,0,,,,,,,
India,3,2003_06_18,37754,3,0,,,,,,,
Indonesia,2,2003_06_18,37734,2,0,,,,,,,
Italy,9,2003_06_18,37740,9,0,,,,,,,
Kuwait,1,2003_06_18,37720,1,0,,,,,,,
Malaysia,5,2003_06_18,37761,3,2,,,,,,,
Mongolia,9,2003_06_18,37747,9,0,,,,,,,
New Zealand,1,2003_06_18,37741,1,0,,,,,,,
Philippines,14,2003_06_18,37756,12,2,,,,,,,
Republic of Ireland,1,2003_06_18,37701,1,0,,,,,,,
Republic of Korea,3,2003_06_18,37755,3,0,,,,,,,
Romania,1,2003_06_18,37707,1,0,,,,,,,
Russian Federation,1,2003_06_18,37772,0,0,,,,,,,
Singapore,206,2003_06_18,37759,169,31,,,,,,,
South Africa,1,2003_06_18,37720,0,1,,,,,,,
Spain,1,2003_06_18,37713,1,0,,,,,,,
Sweden,3,2003_06_18,37729,3,0,,,,,,,
Switzerland,1,2003_06_18,37697,1,0,,,,,,,
Thailand,9,2003_06_18,37779,6,2,,,,,,,
United Kingdom,4,2003_06_18,37740,4,0,,,,,,,
United States,75,2003_06_18,37789,36,0,,,,,,,
Viet Nam,63,2003_06_18,37725,58,5,,,,,,,
Total,8465,2003_06_18,,7148,801,,,,,,,
Australia,5,2003_06_19,37753,5,0,,,,,,,
Brazil,3,2003_06_19,37781,2,0,,,,,,,
Canada,245,2003_06_19,37788,175,34,,,,,,,
China,5326,2003_06_19,37783,4786,347,,,,,,,
"China, Hong Kong Special Administrative Region^4",1755,2003_06_19,37783,1396,296,,,,,,,
"China, Macao Special Administrative Region",1,2003_06_19,37762,1,0,,,,,,,
"China, Taiwan",695,2003_06_19,37791,472,84,,,,,,,
Colombia,1,2003_06_19,37746,1,0,,,,,,,
Finland,1,2003_06_19,37748,1,0,,,,,,,
France,7,2003_06_19,37750,6,0,,,,,,,
Germany,10,2003_06_19,37776,9,0,,,,,,,
India,3,2003_06_19,37754,3,0,,,,,,,
Indonesia,2,2003_06_19,37734,2,0,,,,,,,
Italy,9,2003_06_19,37740,9,0,,,,,,,
Kuwait,1,2003_06_19,37720,1,0,,,,,,,
Malaysia,5,2003_06_19,37761,3,2,,,,,,,
Mongolia,9,2003_06_19,37747,9,0,,,,,,,
New Zealand,1,2003_06_19,37741,1,0,,,,,,,
Philippines,14,2003_06_19,37756,12,2,,,,,,,
Republic of Ireland,1,2003_06_19,37701,1,0,,,,,,,
Republic of Korea,3,2003_06_19,37755,3,0,,,,,,,
Romania,1,2003_06_19,37707,1,0,,,,,,,
Russian Federation,1,2003_06_19,37772,0,0,,,,,,,
Singapore,206,2003_06_19,37759,170,31,,,,,,,
South Africa,1,2003_06_19,37720,0,1,,,,,,,
Spain,1,2003_06_19,37713,1,0,,,,,,,
Sweden,3,2003_06_19,37729,3,0,,,,,,,
Switzerland,1,2003_06_19,37697,1,0,,,,,,,
Thailand,9,2003_06_19,37779,6,2,,,,,,,
United Kingdom,4,2003_06_19,37740,4,0,,,,,,,
United States,75,2003_06_19,37789,36,0,,,,,,,
Viet Nam,63,2003_06_19,37725,58,5,,,,,,,
Total,8462,2003_06_19,,7178,804,,,,,,,
Australia,5,2003_06_20,37753,5,0,,,,,,,
Brazil,3,2003_06_20,37781,2,0,,,,,,,
Canada,245,2003_06_20,37788,180,34,,,,,,,
China,5326,2003_06_20,37783,4806,347,,,,,,,
"China, Hong Kong Special Administrative Region^4",1755,2003_06_20,37783,1403,296,,,,,,,
"China, Macao Special Administrative Region",1,2003_06_20,37762,1,0,,,,,,,
"China, Taiwan",695,2003_06_20,37791,480,84,,,,,,,
Colombia,1,2003_06_20,37746,1,0,,,,,,,
Finland,1,2003_06_20,37748,1,0,,,,,,,
France,7,2003_06_20,37750,6,0,,,,,,,
Germany,10,2003_06_20,37776,9,0,,,,,,,
India,3,2003_06_20,37754,3,0,,,,,,,
Indonesia,2,2003_06_20,37734,2,0,,,,,,,
Italy,9,2003_06_20,37740,9,0,,,,,,,
Kuwait,1,2003_06_20,37720,1,0,,,,,,,
Malaysia,5,2003_06_20,37761,3,2,,,,,,,
Mongolia,9,2003_06_20,37747,9,0,,,,,,,
New Zealand,1,2003_06_20,37741,1,0,,,,,,,
Philippines,14,2003_06_20,37756,12,2,,,,,,,
Republic of Ireland,1,2003_06_20,37701,1,0,,,,,,,
Republic of Korea,3,2003_06_20,37755,3,0,,,,,,,
Romania,1,2003_06_20,37707,1,0,,,,,,,
Russian Federation,1,2003_06_20,37772,0,0,,,,,,,
Singapore,206,2003_06_20,37759,170,31,,,,,,,
South Africa,1,2003_06_20,37720,0,1,,,,,,,
Spain,1,2003_06_20,37713,1,0,,,,,,,
Sweden,3,2003_06_20,37729,3,0,,,,,,,
Switzerland,1,2003_06_20,37697,1,0,,,,,,,
Thailand,9,2003_06_20,37779,6,2,,,,,,,
United Kingdom,4,2003_06_20,37740,4,0,,,,,,,
United States,74,2003_06_20,37789,36,0,,,,,,,
Viet Nam,63,2003_06_20,37725,58,5,,,,,,,
Total,8461,2003_06_20,,7218,804,,,,,,,
Australia,5,2003_06_23,37753,5,0,,,,,,,
Brazil,3,2003_06_23,37781,2,0,,,,,,,
Canada,246,2003_06_23,37792,182,35,,,,,,,
China,5326,2003_06_23,37783,4895,347,,,,,,,
"China, Hong Kong Special Administrative Region^5",1755,2003_06_23,37783,1411,296,,,,,,,
"China, Macao Special Administrative Region",1,2003_06_23,37762,1,0,,,,,,,
"China, Taiwan",692,2003_06_23,37791,486,84,,,,,,,
Colombia,1,2003_06_23,37746,1,0,,,,,,,
Finland,1,2003_06_23,37748,1,0,,,,,,,
France,7,2003_06_23,37750,6,0,,,,,,,
Germany,10,2003_06_23,37776,9,0,,,,,,,
India,3,2003_06_23,37754,3,0,,,,,,,
Indonesia,2,2003_06_23,37734,2,0,,,,,,,
Italy,9,2003_06_23,37740,9,0,,,,,,,
Kuwait,1,2003_06_23,37720,1,0,,,,,,,
Malaysia,5,2003_06_23,37761,3,2,,,,,,,
Mongolia,9,2003_06_23,37747,9,0,,,,,,,
New Zealand,1,2003_06_23,37741,1,0,,,,,,,
Philippines,14,2003_06_23,37756,12,2,,,,,,,
Republic of Ireland,1,2003_06_23,37701,1,0,,,,,,,
Republic of Korea,3,2003_06_23,37755,3,0,,,,,,,
Romania,1,2003_06_23,37707,1,0,,,,,,,
Russian Federation,1,2003_06_23,37772,0,0,,,,,,,
Singapore,206,2003_06_23,37759,170,31,,,,,,,
South Africa,1,2003_06_23,37720,0,1,,,,,,,
Spain,1,2003_06_23,37713,1,0,,,,,,,
Sweden,3,2003_06_23,37729,3,0,,,,,,,
Switzerland,1,2003_06_23,37697,1,0,,,,,,,
Thailand,9,2003_06_23,37779,7,2,,,,,,,
United Kingdom,4,2003_06_23,37740,4,0,,,,,,,
United States,74,2003_06_23,37789,36,0,,,,,,,
Viet Nam,63,2003_06_23,37725,58,5,,,,,,,
Total,8459,2003_06_23,,7324,805,,,,,,,
Australia,5,2003_06_24,37753,5,0,,,,,,,
Brazil,3,2003_06_24,37781,2,0,,,,,,,
Canada,249,2003_06_24,37795,188,37,,,,,,,
China,5326,2003_06_24,37783,4901,347,,,,,,,
"China, Hong Kong Special Administrative Region^4",1755,2003_06_24,37783,1417,296,,,,,,,
"China, Macao Special Administrative Region",1,2003_06_24,37762,1,0,,,,,,,
"China, Taiwan",687,2003_06_24,37791,492,84,,,,,,,
Colombia,1,2003_06_24,37746,1,0,,,,,,,
Finland,1,2003_06_24,37748,1,0,,,,,,,
